input_text,target_text
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Greetings,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Hello,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: My order arrived late. I want a refund.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I never received my order.,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: Your website charged me shipping twice.,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The replacement you sent is also faulty.,"{""greeting"":""Hello,"",""apology"":""We apologize for this experience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Can I exchange my item for a different size?,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Why was I charged twice for my order?,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hello,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Why was I charged twice for my order?,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The replacement you sent is also faulty.,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Dear customer,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: My order arrived late. I want a refund.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Dear customer,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Hello,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: Your website charged me shipping twice.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Greetings,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Your website charged me shipping twice.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I never received my order.,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I accidentally ordered the wrong color. Can I change it?,"{""greeting"":""Dear customer,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I accidentally ordered the wrong color. Can I change it?,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Hello,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: Can I exchange my item for a different size?,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Your website charged me shipping twice.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Greetings,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Greetings,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I accidentally ordered the wrong color. Can I change it?,"{""greeting"":""Dear customer,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: The replacement you sent is also faulty.,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Your website charged me shipping twice.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I never received my order.,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I accidentally ordered the wrong color. Can I change it?,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: Why was I charged twice for my order?,"{""greeting"":""Greetings,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: Can I exchange my item for a different size?,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Greetings,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: Can I exchange my item for a different size?,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: Your website charged me shipping twice.,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My order arrived late. I want a refund.,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I never received my order.,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Dear customer,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I never received my order.,"{""greeting"":""Greetings,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: My order arrived late. I want a refund.,"{""greeting"":""Greetings,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: My order arrived late. I want a refund.,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: Can I exchange my item for a different size?,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Greetings,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Dear customer,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: Can I exchange my item for a different size?,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Dear customer,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: My order arrived late. I want a refund.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The tracking number shows delivered but I didn't get the package.,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The product I received is damaged. What can I do?,"{""greeting"":""Hello,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Greetings,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The replacement you sent is also faulty.,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Dear customer,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Your website charged me shipping twice.,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Dear customer,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I was promised a discount that was never applied.,"{""greeting"":""Hello,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Hi there,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The tracking number shows delivered but I didn't get the package.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: How can I return an item I purchased last week?,"{""greeting"":""Hi there,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The tracking number shows delivered but I didn't get the package.,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The tracking number shows delivered but I didn't get the package.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: Why was I charged twice for my order?,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I need help tracking my shipment.,"{""greeting"":""Hello,"",""apology"":""We apologize for this experience."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: The tracking number shows delivered but I didn't get the package.,"{""greeting"":""Hello,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: My order arrived late. I want a refund.,"{""greeting"":""Hi there,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The tracking number shows delivered but I didn't get the package.,"{""greeting"":""Greetings,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: Why was I charged twice for my order?,"{""greeting"":""Dear customer,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""A free replacement will be shipped today and tracking will follow."",""action_type"":""replace"",""needs_follow_up"":false}"
generate structured_reply: My package was left outside in the rain and got wet.,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: The item arrived with missing accessories.,"{""greeting"":""Greetings,"",""apology"":""We sincerely apologize for the inconvenience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I never received my order.,"{""greeting"":""Dear customer,"",""apology"":""We apologize for this experience."",""resolution"":""Your refund has been processed and no return is required."",""action_type"":""refund"",""needs_follow_up"":false}"
generate structured_reply: I received the wrong item in my order.,"{""greeting"":""Dear customer,"",""apology"":""Please accept our apologies for the issue."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: The replacement you sent is also faulty.,"{""greeting"":""Hi there,"",""apology"":""We apologize for this experience."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
generate structured_reply: I accidentally ordered the wrong color. Can I change it?,"{""greeting"":""Greetings,"",""apology"":""We are sorry for any trouble caused."",""resolution"":""Your case has been escalated to a senior agent who will contact you shortly."",""action_type"":""escalate"",""needs_follow_up"":true}"
